title,company,location,category,salary_min,salary_max,contract_type,description,search_term,city,salary_avg,has_salary,post_date,post_month,work_type,skills_found
Power Platform Engineer,Rise Technical Recruitment Limited,"Manchester, Greater Manchester",IT Jobs,63767.79,63767.79,permanent,"Power Platform / BI Engineer Manchester - Hybrid (3 days on-site) £55,000 - £70,000 Life Insurance Pension Are you an experienced Power Platform and BI Engineer looking to join a specialist digital consultancy where you can shape modern data and automation solutions within complex, regulated environments, building foundations rather than inheriting someone else's?This is a permanent role within an ambitious, growing consultancy specialising in project controls, data, and digital transformatio…",power bi developer,Manchester,63767.79,1,2026-06-05,2026-06,Hybrid,
Project Controller *Global Consultancy*,Hays,"London, UK",Accounting & Finance Jobs,42277.53,42277.53,Unknown,"Growing, Ambitious Consultancy Firm In The City Is Recruiting A Commercially Minded Project Controller! Your new company This ambitious, global consultancy is proud to describe itself as a pioneering firm, with a strong commitment to development of expertise. The company supports the development of its customers, putting integrity, innovation and accountability at the heart of everything they do. Your new role The client is looking to attract an ambitious, forward-thinking Project Controller to…",power bi developer,London,42277.53,1,2026-05-13,2026-05,On-site,
Powerbi Developer,SF Partners,"Sutton Coldfield, West Midlands",IT Jobs,55000.0,60000.0,Unknown,"Power BI Developer / BI Developer Salary: Up to £60,000 Location: Tamworth Working Pattern: 4 days per week in the office. The Role We are partnering with a well-established B2B organisation seeking to enhance its internal Business Intelligence capability by recruiting a Power BI Developer / BI Developer. This is a hands-on technical BI delivery role focused on developing, improving, and maintaining Power BI reporting across the business. The successful candidate will collaborate closely with a…",power bi developer,Sutton Coldfield,57500.0,1,2026-06-02,2026-06,On-site,power bi
Powerbi Developer,SF Partners Admin,"Tamworth, Staffordshire",IT Jobs,60000.0,60000.0,Unknown,"Power BI Developer / BI Developer Salary: Up to £60,000 Location: Tamworth Working Pattern: 4 days per week in the office. The Role We are partnering with a well-established B2B organisation seeking to enhance its internal Business Intelligence capability by recruiting a Power BI Developer / BI Developer. This is a hands-on technical BI delivery role focused on developing, improving, and maintaining Power BI reporting across the business. The successful candidate will collaborate closely with a…",power bi developer,Tamworth,60000.0,1,2026-06-02,2026-06,On-site,power bi
Data Analytics Engineer,Applause IT Recruitment Ltd,"Balsall Heath, Birmingham",IT Jobs,52997.31,52997.31,Unknown,"Data Analytics Engineer | Power BI | SQL | Hybrid Location: Hybrid / UK Salary: Competitive Benefits A fantastic opportunity has opened for an experienced Data Analytics Engineer to join a growing data and analytics team within a large UK organisation. This role is ideal for a technically strong Data Analytics Engineer who enjoys both building impactful Power BI reporting solutions and developing the robust data infrastructure behind them. This is a hybrid role combining Power BI development, …",power bi developer,Balsall Heath,52997.31,1,2026-05-26,2026-05,Hybrid,"sql, power bi"
Lead Data Engineer | Microsoft Fabric | Azure | Ai,Intelligent Talent Solutions Ltd,"Birmingham, West Midlands",IT Jobs,70000.0,70000.0,permanent,"Lead Data Engineer | Microsoft Fabric | Azure | AI Birmingham Hybrid | 2-3 days per week £60,000 - £70,000 10% bonus excellent benefits If you enjoy building data platforms rather than simply maintaining them, this could be worth a look. Were supporting a well-established financial services organisation investing heavily in Azure, Microsoft Fabric and AI-driven insight capability. They are at an interesting point in their journey, with an established Azure environment already in place and a c…",power bi developer,Birmingham,70000.0,1,2026-05-16,2026-05,Hybrid,"excel, azure"
Customer Analytics Manager,Harnham - Data & Analytics Recruitment,"Lancashire, North West England",IT Jobs,45000.0,55000.0,permanent,"Customer Analytics Manager £45,000-£55,000 Lancashire The Company A customer-centric UK retail brand with a strong digital and multi-channel presence is seeking a Customer Analytics Manager! This business is known for its people-first culture and long-term commitment to customer experience, and they continue to invest heavily their in data, CRO, and CRM capability to support growth and personalisation The Role As Customer Analytics Manager, you'll sit within the CRO & Data team, working closely…",power bi developer,Lancashire,50000.0,1,2026-05-19,2026-05,On-site,
Senior Data Engineer - Ascot Lloyd,Ascot Lloyd,"Birmingham, West Midlands",IT Jobs,54201.15,54201.15,Unknown,"We are seeking a Senior Data Engineer to join our Azure-native data team in a leading UK financial services firm. This role is key to maintaining and evolving our data platform, supporting both ongoing enhancements and greenfield development. You will work on data integration, ETL pipelines, analytics, and AI-driven insights, ensuring robust data solutions that support business growth. This is a hybrid role, with an expectation of three days per week working from the Birmingham office and at le…",power bi developer,Birmingham,54201.15,1,2026-05-14,2026-05,Hybrid,azure
Power Bi Consultant,Teksystems,"Scotland, UK",IT Jobs,65075.32,65075.32,contract,"Description Job Title: Senior Power BI Developer (Contract 9 Months) Location: Edinburgh Duration: 9-Month Contract Role Overview We are seeking an experienced Senior Power BI Developer to join the team on a 9-month contract to provide cover during a period of paternity leave. The successful candidate will be responsible for designing, developing, and maintaining business intelligence solutions, with a strong focus on Power BI and Microsoft Fabric capabilities. Key Responsibilities Design, deve…",power bi developer,Scotland,65075.32,1,2026-06-09,2026-06,On-site,power bi
Powerbi Developer (Fixed-Term),. Bournemouth University,"Bournemouth, Dorset",IT Jobs,51875.89,51875.89,contract,"About the role We are seeking an experienced Power BI Developer to join our Planning Team and play a key role in delivering the University's reporting and business intelligence roadmap. This is a delivery-focused, fixed-term (12 Months) role aimed at accelerating the development of a pipeline of high-quality Power BI reports and dashboards. You will be instrumental in transitioning the University from legacy reporting tools to a modern, scalable Power BI environment, aligned to our BU2035 Insti…",power bi developer,Bournemouth,51875.89,1,2026-05-14,2026-05,On-site,"power bi, scala"
Bi Developer,Gleeson Recruitment Group,"Penn Fields, Wolverhampton",IT Jobs,56905.01,56905.01,contract,BI Developer (Power BI | Azure | SQL) Remote role - some trips to Wolverhampton office Are you a data-driven problem solver who loves turning complex data into clear insights? We're looking for a skilled BI Developer to join our clients growing team. What you'll do: Build impactful dashboards and reports in Power BI Develop and optimise data solutions using Azure Write and maintain efficient SQL queries and data models Work closely with stakeholders to translate business needs into actionable i…,power bi developer,Penn Fields,56905.01,1,2026-05-15,2026-05,Remote,"sql, power bi, azure"
